iter	Logloss
208	0.2649068479
209	0.2644194653
210	0.2636431833
211	0.2629899142
212	0.2624094597
213	0.2618661226
214	0.2610467608
215	0.2605324687
216	0.2597627077
217	0.2590603962
218	0.2586604425
219	0.2580167567
220	0.2573898588
221	0.2569483578
222	0.2564706902
223	0.2557129554
224	0.2552642419
225	0.2546149174
226	0.2540898811
227	0.2533829494
228	0.2529845194
229	0.2525163019
230	0.2518322896
231	0.251133679
232	0.2504741934
233	0.2500883104
234	0.2495022378
235	0.2489468188
236	0.2485400665
237	0.2479238302
238	0.2471542407
239	0.2464084618
240	0.2458316001
241	0.2451612488
242	0.2445971144
243	0.2441212682
244	0.2436950936
245	0.2428766598
246	0.2424647175
247	0.2420373097
248	0.2415529086
249	0.2410487848
250	0.2404696126
251	0.2400802009
252	0.2394040839
253	0.238809603
254	0.238360396
255	0.2378107504
256	0.2373573181
257	0.2369116342
258	0.236190074
259	0.2356770145
260	0.2350765321
261	0.2345239949
262	0.2339624227
263	0.2335185051
264	0.2329224075
265	0.2326204853
266	0.2322195299
267	0.2317575722
268	0.231316826
269	0.2309140519
270	0.230510394
271	0.2300984502
272	0.2295869813
273	0.2289966416
274	0.2284987231
275	0.2281343922
276	0.2276660869
277	0.2271288635
278	0.226610582
279	0.226046328
280	0.2254805893
281	0.2250211142
282	0.2245741734
283	0.2241961629
284	0.2237624509
285	0.2232594363
286	0.2227916475
287	0.2222914653
288	0.2219286973
289	0.221551212
290	0.2210763919
291	0.2206788916
292	0.2200362177
293	0.219668564
294	0.2192338747
295	0.2188467294
296	0.2184385191
297	0.2180557513
298	0.2175685885
299	0.2169991121
300	0.2165690553
301	0.216072871
302	0.2153840964
303	0.2149126863
304	0.2146784712
305	0.2143209949
306	0.2138994864
307	0.2133872243
308	0.2129955813
309	0.2128144646
310	0.212427243
311	0.2119173169
312	0.2114909146
313	0.2111697619
314	0.2107886979
315	0.2102528409
316	0.2098412623
317	0.2094298981
318	0.2091493195
319	0.2088354364
320	0.2084479853
321	0.2081350594
322	0.2076587341
323	0.2073597978
324	0.2068637714
325	0.2064881601
326	0.2061314489
327	0.2056875674
328	0.2052678077
329	0.2048322006
330	0.2045127837
331	0.2041202772
332	0.2037885651
333	0.2033009469
334	0.2029175203
335	0.2024471869
336	0.2021494807
337	0.201648089
338	0.2012066706
339	0.2009285461
340	0.2005532022
341	0.2002353386
342	0.1997161247
343	0.1993477686
344	0.198938232
345	0.1985693602
346	0.198259618
347	0.1978858636
348	0.197503771
349	0.1971022493
350	0.1966793042
351	0.1962971347
352	0.1959592105
353	0.1956739306
354	0.1953427394
355	0.1950541231
356	0.1946671455
357	0.1942398321
358	0.1939372841
359	0.1935438902
360	0.1932078943
361	0.1928762642
362	0.1924637647
363	0.1921621243
364	0.1918591459
365	0.1916634373
366	0.1912361719
367	0.1908770449
368	0.1906354729
369	0.1901849105
370	0.1898407292
371	0.1894488337
372	0.1891271053
373	0.1887815903
374	0.188391423
375	0.1879593147
376	0.1876211338
377	0.1873422506
378	0.1870112091
379	0.1866330948
380	0.1862499798
381	0.1859807697
382	0.1855624604
383	0.1852091654
384	0.1847984615
385	0.184435865
386	0.1841549324
387	0.1837923777
388	0.1834994688
389	0.183150737
390	0.182935561
391	0.1825101744
392	0.1822033865
393	0.1818815166
394	0.181488327
395	0.1811652638
396	0.1808584934
397	0.1804553764
398	0.1801748746
399	0.1797994212
400	0.1794939807
401	0.1791918848
402	0.1789741183
403	0.1786646125
404	0.1783891566
405	0.178096047
406	0.1778296576
407	0.1775874647
408	0.1772755039
409	0.1769711513
410	0.1767025147
411	0.1763049207
412	0.1759806283
413	0.1755604606
414	0.1751259227
415	0.1748910719
416	0.1745991113
417	0.1742507476
418	0.1739467469
419	0.173700723
420	0.173463626
421	0.1732360906
422	0.1728488392
423	0.1725815138
424	0.172312751
425	0.1718741622
426	0.1714556805
427	0.1710555261
428	0.170710518
429	0.170338928
430	0.1701472455
431	0.1698691565
432	0.1695240255
433	0.169194216
434	0.1687820431
435	0.1683979719
436	0.1680962766
437	0.1677806542
438	0.1674289533
439	0.1671184463
440	0.1668179011
441	0.1665428791
442	0.1663096228
443	0.1659822204
444	0.165673967
445	0.1653856185
446	0.1651801751
447	0.1648143684
448	0.1645360666
449	0.1642768031
450	0.1638970581
451	0.1636379923
452	0.1634318716
453	0.1631739592
454	0.1629427607
455	0.1625746481
456	0.1623994985
457	0.162227465
458	0.1618854498
459	0.1615560458
460	0.1612754895
461	0.1610774137
462	0.1607624279
463	0.1605204008
464	0.1602509737
465	0.1599380137
466	0.1595841406
467	0.1593770074
468	0.1591032883
469	0.1588891359
470	0.1585753641
471	0.1584072517
472	0.1581201882
473	0.1578884785
474	0.1575584125
475	0.1572356421
476	0.1569500339
477	0.1566442324
478	0.1563268665
479	0.1561242085
480	0.1557609478
481	0.1553912061
482	0.1552344676
483	0.1549163397
484	0.1546655252
485	0.1543472019
486	0.1541051001
487	0.1539420964
488	0.1537242288
489	0.153477285
490	0.1532533372
491	0.1530592323
492	0.1528286125
493	0.1525766926
494	0.152357237
495	0.1520874573
496	0.1518220802
497	0.1515806652
498	0.1513003912
499	0.1510422887
500	0.1507642525
501	0.1505099284
502	0.150253752
503	0.1500074244
504	0.1498015063
505	0.149632627
506	0.1493501863
507	0.1491250085
508	0.1487801685
509	0.1485523297
510	0.1483311042
511	0.1481021754
512	0.1478836991
513	0.1476063769
514	0.1474243146
515	0.1470750248
516	0.1468289135
517	0.1466117891
518	0.1463349436
519	0.1460179807
520	0.145775579
521	0.1455077134
522	0.1452549351
523	0.1449116891
524	0.1446248639
525	0.1443779337
526	0.1441014713
527	0.1438537226
528	0.1435609651
529	0.1434012823
530	0.1431480727
531	0.14283713
532	0.1426069207
533	0.1423946828
534	0.1421518186
535	0.1418941657
536	0.1416976964
537	0.1414313342
538	0.1411421677
539	0.1408950446
540	0.1406653447
541	0.1404090062
542	0.1401337647
543	0.1398772619
544	0.1396231254
545	0.1393977156
546	0.1391703036
547	0.1390403341
548	0.1388933536
549	0.1387031203
550	0.138468811
551	0.1381775354
552	0.1379527826
553	0.1377153186
554	0.1375172177
555	0.1373586619
556	0.1371390819
557	0.1368983979
558	0.1367535309
559	0.1365053263
560	0.1363434799
561	0.1361511098
562	0.135926449
563	0.1357150416
564	0.1354118858
565	0.1352078462
566	0.1350117859
567	0.1348269587
568	0.1346688974
569	0.134430277
570	0.1341763908
571	0.1339254804
572	0.133741304
573	0.1335567878
574	0.1332584929
575	0.1330467796
576	0.1328881234
577	0.1326348293
578	0.1324181593
579	0.132167405
580	0.1319220146
581	0.1317642524
582	0.1315219707
583	0.1313086231
584	0.1310756766
585	0.1309368513
586	0.1307549282
587	0.1305525686
588	0.1303891799
589	0.1301638244
590	0.1299685721
591	0.1296907408
592	0.1294662465
593	0.129185463
594	0.1290187709
595	0.1286959287
596	0.1283817207
597	0.1281577971
598	0.1278835707
599	0.1277165105
600	0.1275684022
601	0.1273101902
602	0.1271801314
603	0.1270174497
604	0.1267264208
605	0.1265453011
606	0.1263487384
607	0.1262023718
608	0.1259070913
609	0.1257237436
610	0.1255481347
611	0.1253781708
612	0.1251833494
613	0.1249939865
614	0.1248246103
615	0.1246498506
616	0.1244261976
617	0.1241824811
618	0.1239642552
619	0.1238358295
620	0.1235939109
621	0.1233790578
622	0.1230453232
623	0.1228409653
624	0.1226438958
625	0.1224875111
626	0.122328287
627	0.1221360032
628	0.1220120429
629	0.121808553
630	0.121545773
631	0.1213175838
632	0.1211235987
633	0.1209014016
634	0.1206655099
635	0.1204589926
636	0.1202505991
637	0.1200363132
638	0.1198301374
639	0.1195895492
640	0.119375802
641	0.1192109062
642	0.1190281634
643	0.1188098942
644	0.1186627623
645	0.1185078089
646	0.1183131302
647	0.1181475761
648	0.1179656138
649	0.1176980765
650	0.1175378698
651	0.1172965567
652	0.1169359733
653	0.1168171413
654	0.1166713004
655	0.1164751508
656	0.1162919972
657	0.1161805785
658	0.1160532018
659	0.1158284248
660	0.1156079624
661	0.1154240277
662	0.1152509143
663	0.1150360543
664	0.1148214566
665	0.1146050608
666	0.1144121774
667	0.114235661
668	0.1140201923
669	0.113801849
670	0.1136047697
671	0.1134323798
672	0.1131934836
673	0.1129504196
674	0.1127373324
675	0.1125200781
676	0.1123817312
677	0.1122595667
678	0.112114359
679	0.111931237
680	0.1117953436
681	0.1116178983
682	0.1114450964
683	0.1113049126
684	0.1111605293
685	0.1108879116
686	0.1107274876
687	0.1105735217
688	0.110393703
689	0.1102139435
690	0.1100374658
691	0.1098155638
692	0.1096486113
693	0.1093624235
694	0.1091988422
695	0.1089687405
696	0.1088179893
697	0.1086462542
698	0.1084657797
699	0.1082721716
700	0.1080872924
701	0.10784433
702	0.1075740791
703	0.1074112748
704	0.107278563
705	0.1070651607
706	0.1069082111
707	0.1067428563
708	0.1065196395
709	0.1063192298
710	0.1061855477
711	0.1060062447
712	0.1057393724
713	0.1055931921
714	0.1053161733
715	0.1052105908
716	0.1049693106
717	0.1047607226
718	0.1045527752
719	0.104431542
720	0.1043200517
721	0.1041915659
722	0.1039939213
723	0.1037180938
724	0.1035757612
725	0.1033760276
726	0.1032311388
727	0.1030880199
728	0.1029215814
729	0.1027374155
730	0.1025653333
731	0.1024169557
732	0.1022866439
733	0.1021844177
734	0.1019890884
735	0.1018814926
736	0.1017186691
737	0.1015309009
738	0.1013831293
739	0.1011975469
740	0.1010359597
741	0.1008424327
742	0.1006630218
743	0.1005313133
744	0.1003835693
745	0.1001556103
746	0.09997472338
747	0.09981134985
748	0.0996170332
749	0.09942551285
750	0.09927441743
751	0.09906115343
752	0.09895694985
753	0.09879473836
754	0.09859601861
755	0.09840084118
756	0.09824028324
757	0.098092516
758	0.09794624255
759	0.09771419665
760	0.09751911087
761	0.09734998827
762	0.09722113849
763	0.09702876377
764	0.09686481117
765	0.09665490584
766	0.09649430079
767	0.09624022125
768	0.09614253826
769	0.09597031622
770	0.09581025655
771	0.0956837602
772	0.09546728111
773	0.095278448
774	0.0951567674
775	0.09499252011
776	0.09481854149
777	0.09464632807
778	0.09449647595
779	0.09438721552
780	0.09420961822
781	0.09402673988
782	0.09387118695
783	0.09358462969
784	0.09339741928
785	0.09322073653
786	0.09304150648
787	0.0928709491
788	0.09276483985
789	0.09261588327
790	0.09245461674
791	0.09227864641
792	0.09213129928
793	0.09199479113
794	0.09178426762
795	0.0916321531
796	0.0914339413
797	0.09124451587
798	0.09106311213
799	0.09090534499
800	0.09077378807
801	0.09065212846
802	0.09051037466
803	0.09031320543
804	0.09019209688
805	0.09009772108
806	0.08995124504
807	0.08977157789
808	0.08962467808
809	0.08947410306
810	0.08929480411
811	0.08918542794
812	0.08905241838
813	0.08891373779
814	0.08876939463
815	0.08860322231
816	0.08843677876
817	0.08831001733
818	0.08814727015
819	0.08799542446
820	0.08784084779
821	0.08770176691
822	0.0875291275
823	0.08735263303
824	0.08724481761
825	0.08715252482
826	0.08698486464
827	0.08683972026
828	0.08671492111
829	0.08655946385
830	0.08634693155
831	0.08621976191
832	0.08611585176
833	0.0859404421
834	0.08578599931
835	0.08560863295
836	0.08545250896
837	0.0853046826
838	0.08519720284
839	0.08506919998
840	0.08489956587
841	0.08478229433
842	0.08461700617
843	0.08445039274
844	0.08431389446
845	0.08416705777
846	0.08404407787
847	0.08385375193
848	0.08364634999
849	0.08350308647
850	0.08336936503
851	0.08322690771
852	0.08305978019
853	0.08291613247
854	0.08271609866
855	0.0825732557
856	0.08237153821
857	0.08224864436
858	0.0821187842
859	0.08196620369
860	0.08182973847
861	0.08169446082
862	0.08152880436
863	0.08138921757
864	0.08126291466
865	0.08114197688
866	0.08093606421
867	0.08080523766
868	0.08065292606
869	0.08057040754
870	0.08046953097
871	0.08034871764
872	0.08019993227
873	0.0800392593
874	0.07990125273
875	0.07973423678
876	0.07962558342
877	0.07953731921
878	0.07942788722
879	0.07930942314
880	0.07918943859
881	0.07909714073
882	0.07899689923
883	0.0788999923
884	0.07880891632
885	0.07865309031
886	0.07854093241
887	0.07839872729
888	0.07829161183
889	0.07815652886
890	0.07799469189
891	0.077854933
892	0.0776887749
893	0.07752891666
894	0.07744168302
895	0.07728089013
896	0.07713034987
897	0.07703301677
898	0.07689677611
899	0.07676339327
900	0.07660628779
901	0.0764689345
902	0.07637696129
903	0.07623568753
904	0.07611690938
905	0.07600611515
906	0.07591403108
907	0.07577382887
908	0.07557579468
909	0.07540971819
910	0.07530260219
911	0.07520994911
912	0.07508522952
913	0.07489594366
914	0.0748159184
915	0.07470128662
916	0.07459789519
917	0.07447915171
918	0.07439640082
919	0.0742717992
920	0.07415728512
921	0.0740326331
922	0.07393412764
923	0.07381587176
924	0.07363762116
925	0.0734774749
926	0.07336401957
927	0.07327002371
928	0.07311461125
929	0.07304004259
930	0.07295798526
931	0.07283670328
932	0.07268131366
933	0.07260283243
934	0.07247427824
935	0.07236021353
936	0.07225537425
937	0.07217748009
938	0.07206448195
939	0.07199055485
940	0.07189933308
941	0.07181088592
942	0.0717201905
943	0.07156966446
944	0.0714691704
945	0.07138239626
946	0.07130787205
947	0.07123052105
948	0.0711328505
949	0.07095248712
950	0.07085732406
951	0.07074425942
952	0.07058453835
953	0.0704894585
954	0.07037593881
955	0.07025919674
956	0.07014136818
957	0.07002879078
958	0.06994745875
959	0.06984036881
960	0.06973686368
961	0.06964283839
962	0.06957994523
963	0.06944513268
964	0.06933978536
965	0.0692440939
966	0.0691393028
967	0.06903020345
968	0.06891120609
969	0.068756556
970	0.06864851513
971	0.0685484924
972	0.06842864111
973	0.06831846132
974	0.06822223996
975	0.068125487
976	0.06806771663
977	0.06797592165
978	0.06787117562
979	0.06777163267
980	0.06770166997
981	0.0676022088
982	0.06747438933
983	0.06738745855
984	0.06728358503
985	0.06720334714
986	0.06711330474
987	0.06700926935
988	0.06688946748
989	0.06676424474
990	0.0666571956
991	0.06658916817
992	0.06651645139
993	0.0663890916
994	0.06625800645
995	0.06610443075
996	0.06598322183
997	0.0658851966
998	0.06579455629
999	0.06568046029
