iter	Passed	Remaining
262	1405	3937
263	1411	3934
264	1418	3935
265	1424	3930
266	1432	3933
267	1438	3929
268	1444	3924
269	1449	3918
270	1455	3915
271	1461	3910
272	1467	3907
273	1471	3898
274	1475	3889
275	1480	3884
276	1485	3876
277	1489	3868
278	1493	3860
279	1498	3852
280	1502	3845
281	1508	3841
282	1512	3833
283	1518	3827
284	1523	3821
285	1528	3815
286	1533	3810
287	1538	3803
288	1543	3796
289	1547	3788
290	1551	3780
291	1557	3775
292	1561	3768
293	1567	3762
294	1571	3755
295	1575	3747
296	1580	3741
297	1585	3735
298	1596	3743
299	1601	3736
300	1609	3737
301	1614	3730
302	1618	3723
303	1624	3718
304	1628	3710
305	1632	3703
306	1636	3694
307	1641	3687
308	1647	3684
309	1651	3676
310	1656	3669
311	1661	3663
312	1665	3655
313	1669	3647
314	1673	3639
315	1678	3632
316	1684	3630
317	1689	3624
318	1695	3618
319	1715	3645
320	1720	3639
321	1727	3636
322	1731	3629
323	1738	3628
324	1743	3621
325	1748	3615
326	1752	3607
327	1756	3599
328	1763	3596
329	1769	3591
330	1774	3585
331	1779	3579
332	1791	3589
333	1796	3581
334	1801	3576
335	1806	3569
336	1811	3563
337	1815	3556
338	1819	3548
339	1826	3545
340	1830	3537
341	1834	3529
342	1840	3525
343	1845	3519
344	1850	3513
345	1870	3536
346	1875	3530
347	1884	3531
348	1889	3524
349	1894	3517
350	1898	3509
351	1902	3502
352	1907	3495
353	1911	3487
354	1916	3481
355	1921	3475
356	1926	3470
357	1944	3486
358	1948	3478
359	1952	3471
360	1957	3464
361	1961	3457
362	1966	3451
363	1971	3444
364	1976	3437
365	1981	3432
366	1985	3425
367	1991	3419
368	1996	3413
369	2000	3406
370	2006	3401
371	2011	3395
372	2015	3388
373	2021	3384
374	2026	3377
375	2031	3371
376	2036	3365
377	2043	3362
378	2049	3357
379	2053	3350
380	2059	3345
381	2063	3338
382	2068	3331
383	2072	3324
384	2077	3319
385	2083	3314
386	2087	3306
387	2097	3307
388	2101	3300
389	2105	3293
390	2112	3290
391	2116	3283
392	2121	3276
393	2128	3273
394	2133	3267
395	2138	3261
396	2142	3254
397	2147	3248
398	2152	3241
399	2155	3233
400	2161	3228
401	2165	3221
402	2169	3213
403	2174	3207
404	2178	3200
405	2182	3193
406	2187	3187
407	2191	3179
408	2196	3173
409	2201	3167
410	2205	3160
411	2209	3153
412	2214	3146
413	2218	3140
414	2224	3135
415	2229	3130
416	2235	3125
417	2240	3119
418	2245	3113
419	2250	3107
420	2255	3101
421	2259	3095
422	2265	3090
423	2270	3084
424	2276	3079
425	2281	3073
426	2285	3067
427	2289	3060
428	2293	3053
429	2297	3046
430	2302	3039
431	2306	3032
432	2310	3025
433	2315	3019
434	2319	3012
435	2323	3005
436	2328	2999
437	2332	2992
438	2336	2986
439	2342	2980
440	2345	2973
441	2350	2967
442	2354	2960
443	2371	2970
444	2376	2963
445	2380	2957
446	2384	2950
447	2389	2944
448	2393	2937
449	2397	2930
450	2402	2924
451	2406	2917
452	2411	2912
453	2417	2907
454	2421	2900
455	2425	2893
456	2430	2887
457	2435	2882
458	2440	2876
459	2444	2870
460	2449	2864
461	2455	2859
462	2460	2853
463	2464	2846
464	2469	2841
465	2474	2835
466	2480	2831
467	2486	2826
468	2490	2820
469	2495	2814
470	2499	2807
471	2504	2801
472	2509	2796
473	2514	2789
474	2519	2784
475	2523	2778
476	2527	2771
477	2533	2766
478	2537	2759
479	2541	2753
480	2546	2747
481	2550	2741
482	2555	2735
483	2559	2729
484	2564	2722
485	2568	2716
486	2573	2710
487	2577	2704
488	2581	2698
489	2586	2692
490	2590	2685
491	2595	2679
492	2599	2673
493	2604	2667
494	2609	2662
495	2614	2656
496	2618	2649
497	2623	2644
498	2627	2637
499	2633	2633
500	2637	2627
501	2641	2620
502	2649	2617
503	2655	2612
504	2660	2608
505	2665	2601
506	2669	2595
507	2674	2589
508	2679	2584
509	2683	2578
510	2688	2572
511	2692	2566
512	2697	2560
513	2702	2554
514	2706	2548
515	2711	2543
516	2716	2537
517	2720	2531
518	2726	2527
519	2732	2522
520	2739	2518
521	2744	2513
522	2751	2509
523	2756	2504
524	2762	2499
525	2768	2494
526	2774	2490
527	2780	2485
528	2786	2480
529	2791	2475
530	2796	2469
531	2802	2465
532	2807	2460
533	2813	2455
534	2818	2450
535	2823	2444
536	2828	2439
537	2833	2433
538	2840	2429
539	2844	2423
540	2854	2422
541	2860	2417
542	2865	2411
543	2873	2408
544	2878	2403
545	2882	2397
546	2887	2391
547	2892	2385
548	2897	2380
549	2902	2374
550	2907	2369
551	2911	2362
552	2916	2357
553	2922	2352
554	2926	2346
555	2932	2341
556	2936	2335
557	2941	2330
558	2947	2324
559	2951	2318
560	2956	2313
561	2961	2307
562	2967	2303
563	2973	2298
564	2981	2295
565	2988	2291
566	2995	2287
567	3002	2283
568	3010	2280
569	3017	2276
570	3023	2271
571	3030	2267
572	3037	2263
573	3044	2259
574	3051	2255
575	3060	2253
576	3066	2247
577	3073	2243
578	3079	2239
579	3086	2234
580	3091	2229
581	3097	2224
582	3103	2219
583	3109	2214
584	3126	2218
585	3131	2212
586	3138	2208
587	3143	2202
588	3149	2197
589	3154	2192
590	3160	2186
591	3165	2181
592	3171	2176
593	3176	2171
594	3181	2165
595	3203	2171
596	3208	2165
597	3214	2161
598	3220	2155
599	3225	2150
600	3231	2145
601	3237	2140
602	3242	2134
603	3248	2129
604	3268	2134
605	3273	2128
606	3280	2124
607	3285	2118
608	3292	2113
609	3297	2108
610	3303	2103
611	3308	2097
612	3314	2092
613	3320	2087
614	3325	2081
615	3332	2077
616	3337	2071
617	3343	2066
618	3348	2061
619	3354	2056
620	3359	2050
621	3364	2044
622	3370	2039
623	3375	2033
624	3380	2028
625	3385	2022
626	3390	2017
627	3396	2012
628	3402	2006
629	3408	2002
630	3413	1996
631	3419	1991
632	3425	1985
633	3429	1980
634	3436	1975
635	3442	1970
636	3449	1965
637	3458	1962
638	3465	1957
639	3483	1959
640	3489	1954
641	3497	1950
642	3506	1946
643	3514	1942
644	3520	1937
645	3527	1932
646	3534	1928
647	3539	1922
648	3548	1918
649	3554	1913
650	3561	1909
651	3567	1904
652	3574	1899
653	3580	1894
654	3587	1889
655	3594	1885
656	3604	1881
657	3610	1876
658	3618	1872
659	3625	1867
660	3632	1862
661	3638	1857
662	3644	1852
663	3653	1848
664	3658	1843
665	3667	1839
666	3675	1835
667	3681	1829
668	3688	1825
669	3696	1820
670	3702	1815
671	3709	1810
672	3717	1806
673	3725	1801
674	3734	1798
675	3754	1799
676	3762	1795
677	3770	1790
678	3776	1785
679	3784	1780
680	3789	1775
681	3797	1770
682	3802	1764
683	3809	1759
684	3815	1754
685	3822	1749
686	3828	1744
687	3835	1739
688	3841	1733
689	3850	1729
690	3857	1724
691	3863	1719
692	3870	1714
693	3877	1709
694	3884	1704
695	3890	1699
696	3898	1694
697	3908	1690
698	3913	1685
699	3934	1686
700	3940	1680
701	3946	1675
702	3952	1669
703	3957	1663
704	3964	1658
705	3968	1652
706	3975	1647
707	3981	1641
708	3987	1636
709	3993	1631
710	3999	1625
711	4005	1620
712	4011	1614
713	4019	1609
714	4042	1611
715	4049	1606
716	4057	1601
717	4063	1596
718	4071	1591
719	4076	1585
720	4083	1580
721	4090	1574
722	4098	1570
723	4103	1564
724	4110	1559
725	4145	1564
726	4151	1558
727	4156	1553
728	4163	1547
729	4169	1542
730	4176	1536
731	4181	1531
732	4188	1525
733	4193	1519
734	4200	1514
735	4206	1508
736	4212	1503
737	4217	1497
738	4223	1491
739	4229	1486
740	4235	1480
741	4242	1475
742	4248	1469
743	4256	1464
744	4264	1459
745	4270	1454
746	4278	1449
747	4315	1453
748	4321	1448
749	4330	1443
750	4341	1439
751	4347	1433
752	4353	1428
753	4359	1422
754	4366	1416
755	4372	1411
756	4378	1405
757	4384	1399
758	4390	1393
759	4395	1388
760	4401	1382
761	4407	1376
762	4413	1370
763	4423	1366
764	4429	1360
765	4435	1354
766	4440	1349
767	4448	1343
768	4457	1339
769	4463	1333
770	4472	1328
771	4486	1324
772	4494	1319
773	4501	1314
774	4507	1308
775	4513	1302
776	4521	1297
777	4527	1292
778	4535	1286
779	4542	1281
780	4550	1275
781	4557	1270
782	4563	1264
783	4568	1258
784	4576	1253
785	4583	1247
786	4589	1242
787	4596	1236
788	4603	1231
789	4610	1225
790	4615	1219
791	4621	1213
792	4627	1207
793	4633	1202
794	4639	1196
795	4644	1190
796	4652	1184
797	4657	1179
798	4664	1173
799	4670	1167
800	4677	1162
801	4684	1156
802	4692	1151
803	4698	1145
804	4705	1139
805	4712	1134
806	4717	1128
807	4724	1122
808	4731	1116
809	4736	1111
810	4743	1105
811	4752	1100
812	4760	1094
813	4767	1089
814	4773	1083
815	4779	1077
816	4785	1071
817	4791	1066
818	4796	1060
819	4802	1054
820	4807	1048
821	4812	1042
822	4821	1036
823	4826	1030
824	4833	1025
825	4839	1019
826	4846	1013
827	4852	1007
828	4858	1002
829	4864	996
830	4873	991
831	4883	986
832	4889	980
833	4898	974
834	4903	969
835	4910	963
836	4915	957
837	4922	951
838	4928	945
839	4935	940
840	4940	934
841	4948	928
842	4953	922
843	4961	917
844	4967	911
845	4975	905
846	4982	899
847	4988	894
848	4993	888
849	5001	882
850	5008	876
851	5015	871
852	5022	865
853	5029	859
854	5036	854
855	5042	848
856	5051	842
857	5056	836
858	5064	831
859	5070	825
860	5077	819
861	5085	814
862	5092	808
863	5099	802
864	5105	796
865	5112	791
866	5118	785
867	5124	779
868	5130	773
869	5138	767
870	5145	762
871	5153	756
872	5158	750
873	5166	744
874	5173	739
875	5183	733
876	5190	727
877	5196	722
878	5203	716
879	5210	710
880	5229	706
881	5234	700
882	5238	694
883	5245	688
884	5250	682
885	5256	676
886	5263	670
887	5272	665
888	5282	659
889	5291	653
890	5298	648
891	5305	642
892	5311	636
893	5317	630
894	5325	624
895	5331	618
896	5337	612
897	5343	606
898	5350	601
899	5356	595
900	5363	589
901	5370	583
902	5378	577
903	5387	572
904	5393	566
905	5398	560
906	5404	554
907	5409	548
908	5416	542
909	5422	536
910	5429	530
911	5435	524
912	5443	518
913	5449	512
914	5456	506
915	5463	500
916	5471	495
917	5477	489
918	5502	484
919	5508	478
920	5513	472
921	5520	467
922	5525	460
923	5532	455
924	5537	448
925	5543	442
926	5548	436
927	5552	430
928	5558	424
929	5563	418
930	5569	412
931	5575	406
932	5581	400
933	5586	394
934	5591	388
935	5597	382
936	5602	376
937	5609	370
938	5620	365
939	5625	359
940	5630	353
941	5637	347
942	5643	341
943	5649	335
944	5667	329
945	5678	324
946	5692	318
947	5715	313
948	5720	307
949	5728	301
950	5734	295
951	5740	289
952	5745	283
953	5751	277
954	5756	271
955	5762	265
956	5767	259
957	5773	253
958	5782	247
959	5788	241
960	5794	235
961	5801	229
962	5811	223
963	5820	217
964	5828	211
965	5835	205
966	5842	199
967	5848	193
968	5856	187
969	5862	181
970	5871	175
971	5881	169
972	5888	163
973	5897	157
974	5904	151
975	5911	145
976	5917	139
977	5924	133
978	5932	127
979	5939	121
980	5949	115
981	5956	109
982	5962	103
983	5968	97
984	5974	90
985	5979	84
986	5986	78
987	5991	72
988	5998	66
989	6003	60
990	6008	54
991	6013	48
992	6018	42
993	6025	36
994	6030	30
995	6039	24
996	6046	18
997	6053	12
998	6060	6
999	6066	0
